CHUNK NO,ID,GENDER,AGE,INDUSTRY,ASTROLOGICAL SIGN,TOTAL PREVALENCE,AVERAGE PREVALENCE
1,3693753,male,14,Student,Scorpio,4078.599000000004,0.06608014970350934
1,3221085,male,27,Education,Taurus,868.3340000000001,0.014068468293315189
1,3698072,male,24,HumanResources,Sagittarius,1828.8270000000032,0.029630067074949015
1,3359141,male,16,indUnk,Sagittarius,8963.414999999999,0.14522236803732866
1,3446946,male,23,Education,Virgo,3426.265000000005,0.05551124396487484
1,579857,male,23,Education,Capricorn,3980.7670000000016,0.06449510709309487
1,4041707,male,27,indUnk,Virgo,1584.2030000000007,0.025666747675059148
1,3601657,female,17,BusinessServices,Capricorn,990.826,0.016053044295389004
1,1860030,female,17,Student,Cancer,855.217000000001,0.013855950876510823
1,4020412,female,13,indUnk,Gemini,1245.09,0.02017254787595995
1,3593684,female,23,Student,Virgo,15789.086999999923,0.255809711286088
1,4175205,female,17,Student,Virgo,3792.1800000000007,0.061439681150967256
1,3051969,female,25,Communications-Media,Aries,5241.815000000006,0.08492620135446041
1,4309770,female,33,indUnk,Cancer,1379.0160000000024,0.022342373869932965
1,4062541,female,15,indUnk,Capricorn,6017.534000000003,0.09749415119406375
1,3314183,female,23,Student,Capricorn,8016.728999999994,0.12988446583065996
1,734562,female,24,Arts,Libra,144634.20100000122,2.343316823822968
1,3614150,female,15,indUnk,Pisces,9902.375999999977,0.16043511227763158
1,3607220,male,26,Technology,Sagittarius,1751.305,0.02837408055474547
1,4066706,female,15,Student,Cancer,593.6720000000001,0.009618482874825834
1,4084777,male,25,Communications-Media,Libra,4401.1430000000055,0.07130590389164326
1,3393261,male,24,Internet,Leo,3832.235000000006,0.062088639383040184
1,3446662,male,23,Student,Cancer,1258.6610000000003,0.02039242085480056
1,3699003,male,17,Student,Capricorn,2614.790000000003,0.042363986909043826
1,3446810,female,17,Communications-Media,Scorpio,30356.592999999928,0.49182775995593025
1,3753470,male,15,Student,Pisces,2192.2360000000035,0.03551790285473581
1,4261114,female,40,indUnk,Gemini,624.6720000000003,0.010120734908136487
1,3386409,male,23,Technology,Aquarius,552.6749999999998,0.00895426266161174
1,3817057,female,26,indUnk,Cancer,1169.4250000000006,0.018946647872719623
1,3142830,female,27,Student,Virgo,449.73099999999994,0.007286397070736527
1,3434442,female,14,Student,Scorpio,5750.811000000003,0.0931727909011374
1,4290848,female,24,indUnk,Pisces,1290.3920000000016,0.02090651631509027
1,1681913,male,26,indUnk,Leo,45277.88600000014,0.7335777518550944
1,3860728,female,15,Student,Scorpio,7661.378000000002,0.12412718317617709
1,1675646,male,25,indUnk,Leo,19188.14199999996,0.3108801075791445
1,3484466,male,15,Education,Scorpio,9379.45599999999,0.1519629305596058
1,4215047,male,17,Student,Aquarius,3188.8799999999983,0.05166520851560219
1,3553520,female,16,Student,Aries,3545.1730000000034,0.057437753151226525
1,4154732,male,24,Internet,Capricorn,3411.275000000001,0.05526838080425134
1,3500560,female,24,Banking,Scorpio,765.2260000000007,0.012397945627166986
1,3506000,male,24,Construction,Aries,453.06800000000004,0.0073404620718706464
1,4203964,male,14,Student,Libra,995.7410000000007,0.016132675545186492
1,3632466,male,25,indUnk,Libra,2073.0750000000016,0.03358729464372512
1,3432056,male,13,Biotech,Aquarius,6442.945999999999,0.10438653964550726
1,2649145,male,15,indUnk,Virgo,768.7080000000008,0.012454359871682719
1,3400363,male,25,Banking,Aquarius,4359.851000000003,0.07063690418327344
1,3322647,female,24,Architecture,Sagittarius,2530.010000000004,0.04099040860633168
1,3833794,male,25,Arts,Taurus,2005.6400000000017,0.03249473445448951
1,2037801,female,33,Advertising,Aquarius,13168.000999999946,0.21334371860924703
1,4285708,male,17,Student,Leo,519.7170000000001,0.008420287741810053
1,3792875,female,14,Student,Virgo,438.2910000000002,0.007101049868766408
1,2948638,female,24,indUnk,Taurus,680.0660000000003,0.01101821068662714
1,3970585,male,25,Engineering,Pisces,1012.8770000000009,0.016410307507857828
1,3984743,male,14,Student,Virgo,2802.1360000000027,0.045399306568160505
1,1798777,male,17,indUnk,Aquarius,702.3529999999998,0.011379297495220502
1,2466464,female,23,Student,Gemini,13956.901999999936,0.22612523897475675
1,3248078,male,14,Internet,Gemini,399.1460000000001,0.006466835164123004
1,1134486,male,45,indUnk,Aquarius,2787.376000000001,0.04516016979359063
1,3908242,female,14,indUnk,Pisces,925.6920000000007,0.014997764168367855
1,3483023,male,14,Student,Taurus,6300.493,0.10207856193901689
1,3807256,male,15,indUnk,Gemini,1095.549000000001,0.017749732672304865
1,1054833,female,24,indUnk,Scorpio,33603.069000000025,0.5444261203460683
1,3625961,male,26,Military,Libra,8596.072999999997,0.13927081105602535
1,3571773,female,35,Education,Scorpio,3847.8490000000043,0.06234161239104378
1,3429406,female,36,indUnk,Libra,4685.012000000001,0.0759050581640258
1,3251136,male,15,Technology,Libra,1591.023000000001,0.025777243122387498
1,3550120,female,38,indUnk,Leo,2290.0200000000013,0.0371021677845825
1,3992059,female,24,Student,Leo,1329.0410000000015,0.021532694987200698
1,4177618,female,15,indUnk,Gemini,7821.8140000000085,0.12672651566702325
1,3423289,female,23,Arts,Leo,6510.988000000011,0.10548893425358885
1,3532367,male,33,Education,Aries,15934.377999999904,0.25816366935614377
1,4031537,male,15,Student,Leo,570.5670000000003,0.009244143093224464
1,792049,male,17,indUnk,Aquarius,25484.584999999977,0.41289305272026144
1,3888845,female,13,Student,Aquarius,1276.1290000000013,0.020675431774731884
1,3528891,female,41,indUnk,Aquarius,4876.98,0.07901526198114124
1,4078059,male,26,Education,Aries,1530.4820000000016,0.02479637730468879
1,3438528,male,15,indUnk,Virgo,1768.8480000000009,0.028658306600563833
1,1295754,female,47,indUnk,Gemini,906.865,0.014692735167363339
1,3646639,female,45,indUnk,Leo,5104.094000000001,0.08269488999060304
1,2397640,male,16,Chemicals,Sagittarius,8203.568000000012,0.13291157123878053
1,4317441,male,26,indUnk,Sagittarius,417.37900000000025,0.006762240368102139
1,3993110,female,24,indUnk,Aries,2146.6450000000036,0.03477925213052078
1,4318484,female,25,indUnk,Sagittarius,1920.2640000000008,0.031111499951394977
1,3403638,female,17,Student,Libra,1398.7680000000014,0.022662389423544302
1,2684250,female,17,Non-Profit,Aquarius,15182.70999999992,0.2459853860859972
1,3321827,male,38,Technology,Sagittarius,10880.001999999977,0.1762742944169012
1,4218406,female,16,indUnk,Sagittarius,1506.3070000000014,0.02440470172709895
1,3789742,male,24,indUnk,Virgo,1235.7570000000014,0.02002133761057648
1,4033036,female,15,Education,Virgo,2699.0360000000014,0.04372891351544022
1,3519439,male,24,Student,Scorpio,372.16100000000023,0.0060296328699653325
1,2832786,female,24,Technology,Sagittarius,451.6680000000001,0.007317779721979199
1,3989994,male,15,Student,Aquarius,5590.195000000003,0.09057054210816246
1,3353421,male,26,indUnk,Sagittarius,435.97600000000017,0.007063542983053047
1,3450367,female,14,Non-Profit,Leo,478.3390000000004,0.007749894689089796
1,4303828,female,44,Arts,Virgo,646.053,0.010467142996014388
1,3705151,female,17,indUnk,Scorpio,13120.770999999982,0.21257851333398112
1,3361839,male,16,Student,Capricorn,1427.8140000000017,0.023132983377077893
1,4304522,male,17,Student,Leo,456.1350000000003,0.007390152619811417
1,2428393,female,17,indUnk,Aquarius,336.59700000000004,0.005453436376008555
1,3558528,female,25,indUnk,Leo,3196.285000000005,0.051785181944849566
1,3634748,male,24,Technology,Virgo,1838.0750000000014,0.0297799001976605
1,3366576,male,35,Fashion,Cancer,4163.617000000002,0.06745758400570302
1,3966700,female,17,Student,Virgo,758.8840000000006,0.012295194582158721
1,2828231,female,17,indUnk,Aquarius,38252.03500000005,0.6197471728071036
1,3438321,male,23,Communications-Media,Libra,299.11299999999994,0.004846132659343507
1,3501128,female,14,Arts,Gemini,4668.794999999996,0.0756423155438903
1,623831,male,24,Arts,Libra,41636.007999999965,0.6745732153851134
1,1668490,female,26,Chemicals,Gemini,11955.99099999998,0.1937071222578656
1,3172688,female,16,Education,Cancer,14813.190999999952,0.23999855805061326
1,3698145,female,23,Education,Aquarius,4638.336000000005,0.07514882861864497
1,4008582,male,24,Technology,Aries,668.8810000000005,0.010836994912672962
1,3352727,female,14,indUnk,Pisces,3689.360000000005,0.05977382456822535
1,4301678,male,24,indUnk,Capricorn,402.789,0.006525857878876252
1,3633115,female,27,Education,Cancer,11612.646999999977,0.1881443731570587
1,3914049,female,13,indUnk,Sagittarius,833.1980000000005,0.013499206117753808
1,3608447,female,47,indUnk,Pisces,2590.746000000003,0.041974433751336686
1,3514312,female,24,indUnk,Capricorn,6675.834000000019,0.10815971614659309
1,3759312,male,24,Arts,Cancer,580.0420000000003,0.00939765399695409
1,4306681,male,15,Student,Gemini,1084.81,0.017575742846958946
1,3482844,male,27,Architecture,Scorpio,2183.0380000000027,0.035368879815948974
1,3648527,female,43,Chemicals,Sagittarius,17193.789999999903,0.2785682576714932
1,3619667,male,15,Student,Gemini,2942.9309999999996,0.04768042189170797
1,3551239,male,41,Technology,Taurus,1794.6890000000021,0.029076974174524515
1,4016152,female,23,Education,Pisces,4160.896999999999,0.06741351544019959
1,876950,male,26,Law,Scorpio,475.33299999999986,0.007701192443537148
1,800873,male,27,Education,Aquarius,791.1210000000005,0.012817488091766315
1,4120544,male,14,indUnk,Cancer,1114.2710000000013,0.01805306049706752
1,3534011,male,17,Arts,Aries,2151.366000000002,0.03485574025469042
1,3840303,male,27,indUnk,Capricorn,3878.7690000000025,0.0628425682900749
1,3603867,male,23,Arts,Cancer,343.587,0.005566686108680859
1,4099509,female,14,Student,Leo,3162.6589999999983,0.05124038430381385
1,3789000,female,15,indUnk,Aries,564.22,0.009141311039823727
1,3530588,female,17,indUnk,Gemini,3467.0130000000013,0.05617142996014389
1,3373089,female,24,indUnk,Capricorn,4102.684000000002,0.06647036713003471
1,3441990,male,24,indUnk,Libra,429.7640000000001,0.00696289815624899
1,3785150,female,16,Student,Pisces,851.9440000000003,0.013802922782800302
1,3869006,male,15,Student,Scorpio,2908.103000000003,0.047116149833122754
1,1898868,male,25,Student,Cancer,18620.64099999989,0.30168563883218125
1,4114802,female,37,indUnk,Capricorn,841.7930000000003,0.013638459544408807
1,3295690,female,17,Student,Libra,3025.961000000001,0.04902564725705585
1,3697367,male,45,indUnk,Taurus,437.67600000000004,0.007091085836492661
1,3959859,female,14,indUnk,Leo,3620.1499999999996,0.058652506399663
1,3592754,male,15,HumanResources,Scorpio,6476.979000000011,0.10493793136969008
1,3477078,female,23,indUnk,Aries,4446.772000000006,0.07204517027964108
1,4032875,female,23,Tourism,Aries,3843.754999999997,0.06227528271928967
1,3291683,male,24,Technology,Libra,9858.068999999985,0.15971726450860285
1,3717827,male,27,Education,Cancer,1137.865,0.018435322899452385
1,3451090,male,23,Education,Capricorn,11931.214999999946,0.19330570947150036
1,3536402,male,13,Student,Aries,619.9830000000001,0.010044765237678624
1,3472790,female,15,indUnk,Capricorn,3655.2749999999987,0.05922159035676094
1,3714547,female,23,indUnk,Capricorn,997.4839999999999,0.016160915070801335
1,3589152,male,36,indUnk,Leo,30209.24399999998,0.48944045883153464
1,4018435,female,17,Technology,Libra,9136.517999999995,0.14802692718965677
1,3552997,female,25,Museums-Libraries,Aries,2001.6990000000037,0.03243088363954512
1,3767660,female,23,indUnk,Cancer,8194.497000000016,0.1327646058131625
1,4011205,female,34,indUnk,Libra,3507.7539999999985,0.0568315025436635
1,3524579,female,23,indUnk,Virgo,2095.9940000000006,0.03395862091312661
1,4067572,female,25,Accounting,Libra,572.2849999999997,0.00927197757687696
1,3413717,female,23,indUnk,Libra,7395.819000000003,0.11982468163701765
1,3858126,female,26,Education,Capricorn,8383.325000000006,0.13582393635980697
1,3801691,male,16,Engineering,Capricorn,4829.607000000008,0.07824773986585024
1,490574,female,25,indUnk,Sagittarius,65744.78600000031,1.0651758854217348
1,3503112,female,13,Education,Taurus,750.9959999999999,0.01216739574219889
1,3655173,male,26,Law,Virgo,2819.3250000000035,0.045677797219792024
1,3420183,female,14,Student,Libra,2051.2890000000025,0.0332343248760572
1,3507038,female,24,Transportation,Cancer,21929.357999999935,0.35529240789345673
1,3578941,male,15,Student,Aries,8176.151000000014,0.13246736981951354
1,3464024,male,40,Tourism,Cancer,842.3500000000007,0.01364748387932991
1,3950546,female,14,Student,Cancer,738.7270000000004,0.011968617348757338
1,518116,female,27,indUnk,Pisces,80854.9910000002,1.3099865688085317
1,3418238,female,14,Arts,Gemini,2892.789999999998,0.04686805353034571
1,4197792,male,27,Technology,Capricorn,1342.8870000000009,0.021757023427627115
1,3828431,male,23,Student,Scorpio,819.5599999999994,0.01327824762645409
1,3324474,male,15,indUnk,Scorpio,832.7380000000012,0.013491753345646628
1,4297875,male,23,BusinessServices,Cancer,726.2190000000002,0.011765966754155734
1,3732147,male,16,indUnk,Leo,479.99500000000006,0.007776724668675676
1,1325807,female,25,indUnk,Pisces,464.5360000000005,0.007526262920838607
1,3553245,female,15,indUnk,Libra,691.841,0.011208985450892713
1,3390236,female,17,Law,Aries,513.3680000000004,0.008317423285052339
1,4045013,male,16,Student,Leo,2209.421000000002,0.03579632869965332
1,4301905,female,14,Student,Taurus,991.284000000001,0.016060464664139223
1,3809769,female,25,indUnk,Taurus,549.5630000000001,0.008903843038138752
1,3737807,female,17,indUnk,Virgo,2037.7250000000015,0.033014565308966036
1,3513496,female,35,indUnk,Sagittarius,5692.390999999999,0.09222628884352417
1,3381752,female,47,Agriculture,Virgo,1001.308000000001,0.016222870289361993
1,730532,female,17,Tourism,Leo,7543.865000000001,0.12222327533132434
1,3163405,female,43,indUnk,Gemini,15811.578999999883,0.25617411943877194
1,4226080,female,25,Advertising,Cancer,578.2810000000003,0.009369122841126346
1,3850284,male,17,indUnk,Sagittarius,1918.5470000000012,0.031083681669420972
1,3926259,male,33,Government,Aquarius,631.1390000000001,0.010225511162956485
1,3648467,female,16,indUnk,Gemini,634.3920000000003,0.010278215223097117
1,3306403,female,24,Tourism,Gemini,1036.327,0.01679023686853958
1,3777485,female,25,indUnk,Leo,957.2540000000007,0.015509121544992073
1,3869230,female,17,Student,Libra,480.23800000000017,0.007780661676549693
1,1863460,female,15,indUnk,Libra,39312.65900000006,0.6369310618580094
1,944569,female,14,Student,Leo,67902.93300000021,1.1001414892582906
1,3211137,male,16,indUnk,Sagittarius,87896.26600000048,1.4240670425456157
1,4246925,female,14,Science,Taurus,712.3780000000004,0.011541719322121778
1,3391038,male,35,BusinessServices,Taurus,761.2350000000005,0.01233328472829786
1,3607859,male,24,Science,Scorpio,18479.970999999885,0.29940654871844535
1,3923707,female,15,Student,Leo,356.65500000000003,0.00577840964323904
1,1884464,female,34,indUnk,Scorpio,444.7659999999998,0.0072059557370143515
1,3492118,female,16,indUnk,Aries,3281.4060000000027,0.053164285019928106
1,3743035,male,17,Student,Cancer,1286.859000000001,0.020849275784971342
1,3429409,female,34,indUnk,Pisces,3857.9160000000015,0.06250471468844175
1,3082333,female,16,indUnk,Gemini,3109.668000000001,0.05038184115874406
1,2724350,male,23,Student,Cancer,8589.716000000011,0.1391678169858399
1,4182601,female,16,indUnk,Aries,3056.5119999999997,0.04952062473672272
1,3851330,female,17,Student,Gemini,882.7650000000006,0.014302274715660552
1,3406811,male,27,indUnk,Gemini,6966.513999999999,0.11286922005119729
1,3821176,female,42,Education,Aquarius,4227.3400000000065,0.06849000356436938
1,4108125,female,40,indUnk,Leo,2643.507,0.04282925051035287
1,3334411,female,38,indUnk,Gemini,14859.92399999992,0.24075571109166782
1,4310608,female,23,Fashion,Gemini,383.11799999999994,0.006207154661222901
1,3422352,male,15,Student,Sagittarius,2038.0450000000033,0.03301974984608411
1,2844168,female,27,Marketing,Aquarius,51417.24400000013,0.8330456563299979
1,3191071,female,14,indUnk,Gemini,507.72700000000026,0.00822602961666829
1,3360218,male,27,Manufacturing,Capricorn,1099.3540000000005,0.01781138005897412
1,3575606,female,24,indUnk,Taurus,5762.667000000007,0.09336487800136105
1,4120591,male,25,indUnk,Cancer,1357.8230000000017,0.0219990116976119
1,3843387,female,25,Communications-Media,Capricorn,14548.437999999911,0.2357091150643192
1,2513056,female,25,Government,Aquarius,620.7850000000004,0.010057758983830732
1,3891408,female,16,indUnk,Libra,1415.9080000000015,0.02294008619292961
1,3349298,female,16,Education,Taurus,10989.514999999994,0.1780485888338031
1,3897486,male,23,indUnk,Taurus,7944.149000000003,0.12870854800557344
1,3576839,male,27,Military,Virgo,2211.338000000002,0.035827387317326105
1,2210786,male,27,Arts,Capricorn,4647.351000000002,0.07529488675026737
1,4310209,female,25,Education,Pisces,1431.0030000000006,0.023184650529794897
1,4255356,female,37,Marketing,Scorpio,1143.6060000000004,0.018528336735685824
1,4147091,female,24,Student,Aries,5686.039999999997,0.09212339198340944
1,3454651,female,25,BusinessServices,Aquarius,1794.3870000000009,0.02907208126761934
1,674966,female,23,Internet,Virgo,10298.080999999978,0.16684619746605714
1,2900126,male,14,Student,Capricorn,11336.813999999966,0.1836754155730528
1,1788031,male,25,Engineering,Libra,463.30000000000007,0.007506237646220149
1,3951642,male,17,Student,Taurus,462.11499999999995,0.007487038657204886
1,1045316,male,27,Non-Profit,Capricorn,6797.641000000012,0.11013319399889848
1,2835472,male,17,Student,Sagittarius,7298.326000000013,0.1182451313956128
1,2033483,female,17,Student,Gemini,26437.79899999993,0.42833671948413743
1,4036177,female,27,Arts,Taurus,479.57400000000035,0.007769903762029752
1,4162511,female,25,Law,Scorpio,1302.7970000000007,0.021107498136806985
1,3465801,female,15,Student,Sagittarius,1935.7780000000007,0.03136285279154922
1,3306664,male,36,indUnk,Sagittarius,671.2210000000003,0.010874906840348666
1,3552574,male,24,Arts,Scorpio,9881.808999999963,0.1601018923560475
1,1284681,male,25,Tourism,Gemini,20190.10099999994,0.32711352516120573
1,3648862,male,15,Student,Pisces,5884.4549999999945,0.09533804802177497
1,4040578,female,16,Student,Sagittarius,11894.64799999997,0.19271326269401462
1,3922183,male,14,Student,Virgo,2620.401,0.042454894527073
1,3661256,male,16,Law,Virgo,670.6490000000002,0.010865639480250157
1,3931228,female,24,indUnk,Taurus,1614.0850000000025,0.026150886231813657
1,3954425,male,23,Military,Aquarius,1288.9740000000006,0.020883542334985915
1,4076214,female,23,indUnk,Virgo,417.5340000000001,0.00676475162826869
1,3355495,female,14,Student,Sagittarius,273.29699999999997,0.004427870127345192
1,4199963,male,14,Education,Pisces,861.0760000000006,0.01395087651080653
1,3994558,male,24,Engineering,Virgo,1618.3340000000007,0.026219727163734174
1,3568685,male,16,Student,Cancer,751.5880000000009,0.01217698713586729
1,3699926,male,16,Student,Leo,532.584,0.00862875473899096
1,1381825,female,16,indUnk,Scorpio,60723.60500000026,0.9838243252000949
1,3463615,male,15,Student,Aries,555.4229999999999,0.008998784874112957
1,3749755,male,26,indUnk,Virgo,719.7099999999998,0.011660510028838984
1,416613,female,39,Arts,Scorpio,7121.41400000001,0.11537886004990133
1,2609124,female,36,indUnk,Leo,22896.201999999925,0.37095690353520505
1,4227656,female,23,indUnk,Cancer,1030.8830000000003,0.016702034930818836
1,4264188,male,26,Law,Virgo,1757.9700000000012,0.02848206474190728
1,3381677,male,34,indUnk,Libra,1078.6990000000005,0.01747673438968278
1,3983114,male,27,Religion,Libra,360.311,0.005837642979812708
1,801180,male,36,Technology,Pisces,3298.776000000003,0.053445708175367014
1,3751196,female,15,indUnk,Aries,1294.9110000000014,0.020979731700204163
1,4166445,female,23,Sports-Recreation,Cancer,484.463,0.007849113768186384
1,3510194,female,16,indUnk,Pisces,8009.934,0.12977437542529408
1,3669151,female,23,indUnk,Libra,10487.31599999997,0.16991212209584863
1,4312374,male,15,indUnk,Sagittarius,620.3680000000003,0.010051002883898777
1,4120932,male,44,indUnk,Libra,3695.8020000000038,0.05987819578108298
1,3865545,female,27,indUnk,Sagittarius,2102.3370000000027,0.034061388159813404
1,3649826,female,25,indUnk,Gemini,377.4319999999998,0.00611503191730663
1,3620187,male,16,Student,Libra,5521.500999999998,0.08945758400570296
1,3690904,male,16,Student,Pisces,493.0029999999998,0.007987476102524219
1,756463,male,35,Technology,Scorpio,9703.926999999994,0.1572199053821975
1,3883354,male,34,Manufacturing,Virgo,481.23499999999996,0.0077968147500081
1,1390302,female,26,Student,Leo,44102.06900000001,0.7145275428534398
1,4067860,female,24,indUnk,Capricorn,832.9540000000007,0.013495252908201302
1,4108280,male,35,Education,Pisces,294.29599999999976,0.0047680891740384266
1,3915377,female,40,Engineering,Aquarius,434.9220000000003,0.007046466413920487
1,3766513,male,16,Student,Taurus,863.6960000000003,0.01399332490846052
1,3413512,male,16,Student,Pisces,602.326,0.009758692200511973
1,3753210,male,36,indUnk,Gemini,2133.8410000000035,0.034571805839084986
1,216553,male,23,Student,Capricorn,6584.8700000000135,0.10668594666407462
1,3293648,female,25,indUnk,Pisces,463.3260000000002,0.0075066588898609924
1,3539291,male,16,indUnk,Cancer,26722.047999999922,0.4329420303943476
1,3195553,female,17,Religion,Taurus,2394.1580000000017,0.038789378179579434
1,4005113,female,16,Student,Libra,4024.1080000000075,0.06519730404069873
1,3355033,male,37,indUnk,Gemini,1291.2740000000006,0.020920806195521866
1,3609104,female,26,Engineering,Capricorn,11980.686999999956,0.19410723890995035
1,4292523,female,25,Non-Profit,Aquarius,906.9720000000011,0.014694468746962203
1,3080712,male,27,Publishing,Cancer,4185.527999999999,0.06781257898318264
1,3102377,male,16,indUnk,Sagittarius,2554.7760000000007,0.041391659375911355
1,3657741,female,23,indUnk,Cancer,16649.351999999926,0.269747448235636
1,4163493,female,14,Student,Leo,2006.8080000000016,0.03251365801497038
1,3772540,female,26,Education,Virgo,388.0120000000002,0.006286445675772014
1,3592875,female,14,Student,Libra,2410.6160000000036,0.039056025404231934
1,1155029,female,17,Student,Leo,3174.426000000001,0.051431029454651514
1,1380515,male,40,indUnk,Aquarius,1966.3180000000016,0.03185765205275269
1,3994484,male,23,Museums-Libraries,Cancer,7368.2529999999915,0.11937806616765483
1,3560835,male,35,Manufacturing,Sagittarius,17601.30199999989,0.2851706360778959
1,4178198,male,17,indUnk,Aries,1792.3210000000004,0.02903860859985095
1,3645756,female,16,Student,Pisces,610.83,0.00989647127442403
1,3433722,female,26,indUnk,Leo,1526.0560000000012,0.02472466867567482
1,4014863,male,15,Student,Aries,742.8280000000002,0.012035060432260785
1,4108361,female,15,indUnk,Taurus,1867.1780000000012,0.030251417646868235
1,4058460,female,14,Student,Sagittarius,598.6090000000002,0.009698470561550179
1,3745023,male,16,Student,Pisces,2455.681000000001,0.03978615404555914
1,4034739,female,35,indUnk,Taurus,5449.200999999995,0.08828620265059452
1,3704081,female,17,Student,Pisces,1777.480000000002,0.028798159489323127
1,3934502,male,14,Student,Pisces,2232.213000000003,0.03616559735588612
1,4035637,male,16,indUnk,Scorpio,358.73300000000006,0.005812076731149348
1,3728588,male,14,indUnk,Taurus,2350.767000000004,0.038086371148051
1,3487658,female,14,indUnk,Gemini,477.10400000000016,0.007729885616149836
1,3685874,female,26,indUnk,Leo,4678.628000000005,0.07580162664852087
1,647085,female,45,indUnk,Leo,20005.915999999943,0.3241294190078083
1,3744511,female,24,indUnk,Cancer,432.031,0.00699962736139464
1,3667367,female,25,Non-Profit,Leo,7048.1410000000005,0.11419171446161823
1,3807770,female,33,Transportation,Scorpio,3960.5160000000046,0.06416700690191511
1,3477300,male,36,Technology,Leo,6577.583000000003,0.10656788503288946
1,3501362,male,25,indUnk,Aquarius,3318.8430000000035,0.053770827257703956
1,3848149,female,14,indUnk,Virgo,3091.080000000002,0.05008068435889962
1,4232121,male,40,Telecommunications,Gemini,2246.5800000000027,0.03639836687080786
1,3461251,female,23,Student,Aquarius,9920.137999999999,0.16072288649104047
1,211333,male,26,Military,Scorpio,1054.9720000000004,0.017092317164058204
1,3371672,female,15,Arts,Aries,817.1240000000007,0.013238780337642992
1,886442,female,27,Student,Cancer,4989.925,0.08084516055863387
1,3907107,male,15,Student,Libra,299.798,0.004857230809111824
1,3425989,male,15,Student,Sagittarius,763.9660000000007,0.012377531512264681
1,4267369,male,15,indUnk,Gemini,520.9750000000001,0.00844066945335537
1,3736933,female,24,Education,Leo,3166.553000000003,0.05130347363986914
1,1776600,female,24,Non-Profit,Gemini,7783.7890000000125,0.12611044684229306
1,1359631,male,26,Internet,Cancer,14765.270999999926,0.23922217361718554
1,4186224,male,23,Religion,Aquarius,414.71300000000014,0.006719046693237422
1,3420112,female,26,indUnk,Virgo,56640.92399999985,0.917678040244967
